#,LINEARobjectID,LCtype,P,A,stdev,rms,Lchi2pdf,nObs,skew,kurt,CUF
,12163629,1,0.844158,0.46,0.15,0.19,2.202,149,-0.34,-1.03,2
,12167109,1,0.573335,0.65,0.2,0.23,2.608,216,-0.52,-0.58,1
,12168458,4,2.383149,0.6,0.17,0.09,0.626,214,2.74,7.5,2
,12172879,2,0.377289,0.39,0.12,0.14,1.08,229,0.64,-0.43,1
,12173292,2,0.275488,0.43,0.15,0.22,1.423,234,0.09,-1.39,1
,12181468,1,0.581795,0.72,0.23,0.26,2.472,233,-0.78,-0.34,1
,12182435,5,0.296016,0.49,0.16,0.19,0.754,122,0.65,-0.27,1
,12184860,7,97.525764,0.77,0.27,0.27,2.184,203,1.0,1.37,1
,12185057,0,-9.9,0.52,0.17,0.19,0.945,227,-0.09,-0.59,1
,12185998,5,0.276967,0.69,0.22,0.23,0.835,245,0.94,-0.1,1
,12188631,7,150.65451,0.64,0.18,0.19,1.849,240,0.19,-0.13,1
,12191331,4,2.025207,0.52,0.17,0.09,1.351,235,2.53,5.8,1
,12191421,1,0.577238,0.74,0.26,0.27,2.177,228,0.52,5.04,1
,12192232,1,0.642512,0.68,0.22,0.27,2.361,223,-0.92,-0.16,1
,12192263,1,0.567995,0.7,0.22,0.26,1.543,220,-0.36,-0.82,1
,12199470,0,-9.9,0.55,0.2,0.13,1.522,217,1.36,6.99,1
,12200224,0,0.281143,0.19,0.11,0.08,1.069,157,6.54,63.75,2
,12200391,5,0.345064,0.32,0.11,0.15,1.718,209,0.04,-1.32,1
,12201893,1,0.667816,0.65,0.2,0.22,0.88,166,-0.04,-0.11,1
,12216345,5,0.39224,0.25,0.1,0.09,1.313,184,3.32,22.4,1
,12217047,1,0.583419,0.73,0.23,0.26,1.364,210,-0.69,-0.47,1
,12225068,1,0.73089,0.55,0.2,0.19,1.449,210,0.91,2.36,1
,12229884,2,0.303908,0.57,0.19,0.24,0.754,170,-0.18,-1.04,1
,12246112,1,0.624542,0.44,0.13,0.16,1.442,218,-0.82,-0.37,1
,12246346,1,0.512532,0.99,0.31,0.3,1.461,201,-0.48,-0.05,1
,12246627,1,0.661055,0.68,0.21,0.23,0.92,229,-0.49,-0.34,1
,12251338,5,0.306602,0.43,0.15,0.19,2.097,213,0.48,-0.97,1
,12252043,1,0.704542,0.74,0.26,0.34,1.623,188,-0.53,-1.08,2
,12254654,5,0.288525,0.34,0.11,0.15,1.314,240,0.62,-0.81,1
,12259035,1,0.53902,0.86,0.28,0.31,1.311,230,0.24,0.89,1
,12259713,1,0.614105,0.4,0.13,0.16,0.578,226,-0.04,-0.61,1
,12275391,1,0.743457,0.37,0.12,0.14,1.19,78,-0.48,-0.9,2
,12282761,1,0.635094,0.45,0.16,0.18,0.893,265,0.06,0.74,1
,12286050,1,0.705721,0.65,0.2,0.24,0.661,229,0.16,-0.78,1
,12288666,1,0.593841,0.86,0.28,0.34,1.783,250,-0.7,-0.7,1
,12290136,1,0.661827,0.36,0.12,0.16,1.691,192,0.17,-1.32,1
,12292722,2,0.302231,0.51,0.18,0.22,1.186,194,-0.12,-0.67,1
,12294987,1,0.522264,0.73,0.26,0.34,2.787,226,-0.64,-0.61,1
,12295860,1,0.516184,0.62,0.21,0.23,2.396,229,-0.92,0.14,1
,12307056,1,0.569804,0.71,0.24,0.26,1.813,177,-0.71,-0.37,1
,12313852,5,0.260729,0.44,0.15,0.17,1.535,189,0.63,-0.81,1
,12316108,2,0.409982,0.58,0.19,0.22,0.852,160,0.23,-0.06,1
,12320224,2,0.35599,0.63,0.22,0.21,0.572,212,1.15,3.3,1
,12325356,2,0.334268,0.31,0.1,0.14,2.139,233,0.14,-1.19,1
,12330695,2,0.307077,0.36,0.13,0.17,2.082,235,0.18,-1.35,1
,12331756,1,0.54676,0.63,0.21,0.2,1.048,249,-1.13,1.49,1
,12333876,2,0.38559,0.4,0.14,0.18,2.235,231,-0.24,-1.42,1
,12338372,1,0.599985,0.64,0.22,0.26,0.86,100,-0.36,-1.14,1
,12347176,5,0.26674,0.36,0.22,0.16,0.661,239,8.88,111.1,1
,12347656,1,0.598933,0.53,0.18,0.23,1.756,240,-0.26,-1.31,1
,12355665,1,0.676512,0.77,0.24,0.28,2.434,247,-0.47,-0.93,1
,12358313,2,0.414596,0.37,0.12,0.17,1.769,226,0.04,-1.34,1
,12359105,1,0.504674,0.81,0.27,0.34,2.02,215,-0.81,-0.62,1
,12361500,1,0.556411,0.75,0.23,0.24,2.484,196,-1.0,0.24,1
,12364597,1,0.520846,0.88,0.29,0.36,1.835,111,-0.56,-0.76,2
,12365386,2,0.325599,0.36,0.13,0.19,1.806,211,0.24,-1.37,1
,12368648,1,0.498246,0.81,0.26,0.31,2.034,235,-0.99,-0.35,1
,12369016,1,0.730884,0.56,0.18,0.24,1.889,190,-0.61,-0.92,1
,12369963,1,0.652412,0.45,0.14,0.16,0.483,229,-0.16,-0.24,2
,12375443,1,0.634763,0.37,0.12,0.15,0.528,236,0.01,-0.37,1
,12378895,5,0.316803,0.4,0.14,0.19,2.192,204,0.28,-1.29,1
,12382106,1,0.499028,0.93,0.29,0.33,1.664,208,-0.49,-0.42,1
,12383709,1,0.492802,0.78,0.25,0.29,2.1,201,-0.87,-0.16,1
,12385133,5,0.282761,0.57,0.19,0.25,2.318,186,0.64,-0.95,1
,12385218,5,0.281155,0.47,0.15,0.2,1.068,218,0.17,-1.2,1
,12387566,5,0.231218,0.65,0.2,0.18,1.048,191,1.24,0.58,2
,12389018,5,0.3415,0.43,0.16,0.21,1.67,192,0.04,-1.5,1
,12389449,1,0.732685,0.47,0.15,0.2,1.569,196,0.01,-1.23,1
,12390014,1,0.608721,0.61,0.21,0.23,1.044,156,-0.09,0.03,1
,12390274,5,0.6544,1.23,0.38,0.13,1.647,159,2.63,6.23,2
,12392541,1,0.439088,0.87,0.29,0.37,1.585,187,-0.7,-0.67,1
,12402647,1,0.653979,0.49,0.19,0.19,0.828,188,1.18,8.49,1
,12405343,1,0.623467,0.44,0.14,0.17,1.738,154,-0.12,-0.96,2
,12406150,0,-9.9,0.54,0.16,0.17,0.516,185,0.63,0.81,1
,12406617,0,-9.9,0.67,0.23,0.28,0.763,153,-0.01,-0.48,1
,12409868,1,0.565652,0.81,0.34,0.26,1.309,121,2.24,12.98,1
,12412349,1,0.597353,0.69,0.23,0.27,2.412,221,-0.72,-0.72,1
,12425283,5,0.491586,0.79,0.25,0.27,2.665,222,0.79,-0.52,2
,12432194,5,0.35295,0.34,0.12,0.16,1.615,223,0.41,-0.78,1
,12432893,2,0.421228,0.44,0.15,0.17,0.715,248,1.29,9.03,2
,12445926,5,0.325064,0.38,0.11,0.1,1.634,220,0.94,0.55,1
,12450025,0,-9.9,0.57,0.16,0.15,0.513,54,-0.11,0.15,1
,12459165,5,0.25065,0.46,0.16,0.21,1.891,193,0.74,-0.81,1
,12464278,1,0.749215,0.72,0.24,0.31,1.917,169,-0.05,-1.31,1
,12464670,1,0.637335,0.65,0.2,0.18,1.107,185,-0.73,0.81,2
,12465270,1,0.637836,0.7,0.22,0.22,0.73,196,0.47,0.28,3
,12470142,5,0.661903,0.49,0.16,0.11,0.632,203,2.3,5.92,1
,12473468,1,0.561769,0.59,0.2,0.23,2.442,177,-0.74,-0.61,1
,12477082,0,-9.9,0.41,0.14,0.19,0.82,66,0.48,-1.15,1
,12481648,2,0.322985,0.35,0.12,0.18,1.454,209,-0.01,-1.31,1
,12496042,1,0.543667,0.8,0.26,0.31,2.016,215,-0.73,-0.81,1
,12502187,1,0.526898,0.98,0.33,0.41,2.515,256,-0.38,-1.22,1
,12504572,5,0.260096,0.51,0.17,0.23,2.018,404,0.52,-1.07,1
,12504832,7,131.02211,1.42,0.45,0.58,2.574,219,-0.33,-1.06,1
,12505068,7,276.931488,2.47,0.83,1.15,3.51,206,-0.17,-1.33,1
,12515987,5,0.295629,0.64,0.21,0.27,2.653,245,0.35,-1.13,1
,12516209,1,0.600687,0.49,0.16,0.2,1.331,231,-0.23,-0.9,1
,12517171,5,0.372588,0.36,0.12,0.16,1.52,220,0.39,-0.99,2
,12518025,5,0.309634,0.51,0.16,0.2,1.875,195,0.95,-0.22,1
,12525125,1,0.5589,0.74,0.25,0.28,1.507,235,-0.07,1.85,1
,12526629,1,0.704559,0.65,0.21,0.25,2.318,196,-0.46,-1.01,1
,12533027,1,0.576724,0.74,0.23,0.26,1.014,167,-0.33,-0.55,2
,12534878,2,0.349056,0.4,0.13,0.16,0.798,234,0.13,-1.06,1
,12536474,5,0.388831,0.31,0.1,0.12,1.599,205,0.44,-0.86,1
,12544799,1,0.55095,0.92,0.3,0.34,2.145,161,-0.75,-0.74,1
,12550744,5,0.341473,0.5,0.18,0.23,2.356,88,0.49,-1.02,2
,12560639,2,0.376842,0.45,0.17,0.25,1.695,192,0.0,-1.52,1
,12561269,5,0.273567,0.49,0.17,0.23,2.197,209,0.72,-0.99,1
,12562559,2,0.314279,0.38,0.13,0.17,0.774,219,-0.24,-0.97,1
,12565297,5,0.282485,0.58,0.18,0.22,0.616,201,0.41,-0.72,1
,12566108,2,0.382687,0.45,0.17,0.25,1.529,219,0.26,-1.28,1
,12569794,1,0.763059,0.49,0.16,0.2,1.72,193,-0.44,-1.01,1
,12571908,5,0.328403,0.43,0.14,0.15,1.817,196,0.98,-0.14,1
,12573895,1,0.495061,0.94,0.32,0.39,3.197,179,-0.8,-0.83,1
,12578804,1,0.519537,0.89,0.29,0.35,1.553,218,-0.48,-0.9,1
,12586257,1,0.532093,1.04,0.3,0.31,1.357,184,-0.69,0.06,1
,12586505,5,0.364114,0.67,0.22,0.26,1.533,182,0.92,-0.52,1
,12588097,1,0.481236,0.96,0.31,0.38,2.42,212,-0.85,-0.5,1
,12590447,1,0.598567,0.54,0.17,0.19,1.257,215,-0.44,-0.54,1
,12600146,5,0.299902,0.38,0.13,0.16,1.737,207,0.47,-0.96,1
,12603859,1,0.716264,0.52,0.18,0.2,1.845,199,-0.63,-0.11,1
,12605297,5,0.35774,0.41,0.15,0.21,1.576,199,0.16,-1.48,1
,12606318,5,0.407792,0.35,0.12,0.14,1.425,238,0.75,-0.55,1
,12606453,1,0.746438,0.4,0.14,0.19,1.098,133,0.0,-1.1,1
,12609733,5,0.620597,0.49,0.16,0.2,1.357,232,0.37,-0.9,1
,12611230,1,0.450962,0.79,0.26,0.27,2.212,145,-1.27,0.84,1
,12613434,5,0.313616,0.31,0.1,0.12,2.113,145,0.37,-0.56,1
,12613681,7,241.843796,1.36,0.43,0.53,2.567,182,0.37,-1.05,1
,12616804,1,0.613922,0.69,0.26,0.27,2.134,218,1.63,13.87,1
,12619667,2,0.353064,0.65,0.21,0.2,0.524,226,0.4,1.87,2
,12622733,1,0.5548,0.72,0.23,0.26,1.222,203,-0.15,-0.83,1
,12625670,5,0.357907,0.4,0.17,0.13,0.583,284,3.11,15.08,1
,12626143,5,0.248404,0.31,0.11,0.14,0.986,221,0.19,-0.88,1
,12626724,5,0.268097,0.47,0.14,0.14,0.979,150,0.52,-0.35,3
,12626903,1,0.456275,0.94,0.29,0.34,2.921,175,-0.8,-0.49,1
,12627837,1,0.486737,0.96,0.31,0.32,1.14,211,-0.1,-0.15,1
,12632568,2,0.337681,0.41,0.14,0.19,0.996,168,-0.11,-1.2,1
,12637313,5,0.292038,0.43,0.14,0.17,0.7,172,0.83,0.63,1
,12641788,5,0.451047,0.41,0.13,0.16,1.09,168,0.28,-1.02,1
,12643891,5,0.246371,0.68,0.24,0.31,1.924,178,0.65,-1.05,1
,12644081,1,0.679277,0.66,0.22,0.26,1.622,147,-0.6,-0.75,1
,12646605,5,0.262107,0.55,0.19,0.23,1.688,172,0.8,-0.75,1
,12648040,2,0.307879,0.37,0.13,0.17,1.906,167,-0.32,-1.33,1
,12650705,1,0.589024,0.59,0.19,0.21,1.876,168,-0.36,-0.11,1
,12651916,2,0.295051,0.48,0.15,0.19,0.751,256,0.01,-0.85,1
,12655997,1,0.68054,0.65,0.21,0.27,0.994,208,-0.72,-0.61,1
,12657079,5,0.471742,0.32,0.11,0.12,0.568,195,1.12,1.93,2
,12665575,2,0.401767,0.43,0.14,0.18,1.053,222,-0.06,-1.25,1
,12671517,5,0.292384,0.72,0.24,0.28,1.166,202,0.68,-0.52,1
,12675297,5,0.216498,0.64,0.21,0.27,1.024,211,0.7,-0.54,1
,12682467,2,0.440031,0.42,0.14,0.18,0.583,197,-0.04,-0.84,2
,12683218,1,0.441531,1.0,0.34,0.41,2.707,213,-0.32,-0.59,1
,12686384,5,0.246235,0.6,0.21,0.23,1.942,229,1.35,3.23,1
,12689098,1,0.524464,0.87,0.29,0.39,1.783,202,-0.26,-1.33,1
,12692735,5,0.196013,0.58,0.19,0.22,2.02,214,0.76,-0.52,1
,12696409,1,0.526725,0.83,0.27,0.23,2.463,264,-0.31,1.63,1
,12701483,5,0.296489,0.45,0.14,0.18,0.98,241,0.41,-0.76,1
,12703783,5,0.253295,0.45,0.16,0.2,2.009,241,0.4,-1.16,1
,12704270,1,0.478098,0.77,0.26,0.35,1.628,250,-0.55,-0.83,1
,12705111,1,0.534989,0.85,0.28,0.37,3.011,221,-0.55,-0.97,1
,12708840,1,0.540787,0.76,0.22,0.22,2.378,229,-1.07,0.99,1
,12715997,4,0.645377,0.5,0.16,0.13,1.296,182,2.31,4.53,1
,12721363,7,127.2556,1.06,0.32,0.3,1.701,201,0.66,-0.13,1
,12725415,1,0.615541,0.39,0.14,0.16,1.135,190,1.05,3.22,1
,12728740,1,0.557955,0.61,0.2,0.26,2.499,214,-0.68,-0.71,1
,12734547,1,0.549998,0.64,0.23,0.27,1.647,177,0.37,0.66,1
,12737253,2,0.385152,0.46,0.15,0.18,0.879,227,-0.01,-1.04,1
,12738274,1,0.649912,0.42,0.34,0.17,1.637,185,6.04,49.29,2
,12754432,1,0.57262,0.63,0.19,0.21,1.132,184,-0.61,-0.3,1
,12755087,5,0.269981,0.59,0.19,0.18,0.832,152,0.87,-0.19,1
,12757511,1,0.518784,0.91,0.29,0.33,2.285,218,-0.86,-0.44,1
,12759417,0,0.35634,0.37,0.13,0.16,0.517,199,0.2,-1.18,1
,12761319,4,0.836004,0.38,0.12,0.08,2.076,247,2.84,8.2,1
,12761448,2,0.320371,0.39,0.12,0.14,2.37,289,-0.3,-0.71,2
,12762287,1,0.552319,0.68,0.23,0.29,1.358,240,-0.29,-1.06,1
,12765243,1,0.638589,0.76,0.22,0.25,2.136,249,-0.6,-0.35,1
,12767772,2,0.410938,0.55,0.2,0.29,2.712,216,-0.32,-1.54,2
,12770273,5,0.363469,0.41,0.14,0.14,0.639,259,0.0,2.77,2
,12771186,5,0.327811,0.53,0.17,0.23,0.986,238,0.39,-1.02,1
,12773588,1,0.66869,0.41,0.13,0.16,0.85,227,-0.02,-0.9,1
,12778181,5,0.357686,0.51,0.18,0.27,1.666,212,0.32,-1.4,1
,12783388,2,0.308218,0.42,0.14,0.19,1.04,214,-0.06,-1.19,1
,12787860,5,0.293975,0.47,0.15,0.19,0.81,214,0.44,-0.95,1
,12788498,5,0.322113,0.33,0.11,0.13,0.896,219,-0.01,0.11,1
,12790803,5,0.28801,0.54,0.18,0.21,0.935,187,0.36,-0.97,1
,12799085,4,0.628116,0.61,0.2,0.17,1.798,181,1.77,2.04,1
,12800455,1,0.625694,0.71,0.23,0.27,2.152,172,-0.56,-0.63,1
,12800586,1,0.552969,0.63,0.21,0.27,1.947,194,-0.3,-1.1,1
,12808418,5,0.270197,0.3,0.11,0.13,1.563,224,1.35,3.08,1
,12810906,1,0.62214,0.4,0.13,0.17,2.024,222,-0.67,-0.79,1
,12813888,5,0.268572,0.58,0.19,0.25,0.947,184,0.62,-0.67,1
,12815608,2,0.362931,0.41,0.14,0.18,1.072,223,-0.1,-1.19,1
,12817840,2,0.359072,0.28,0.15,0.13,1.824,189,5.3,50.92,1
,12833050,1,0.587012,0.83,0.27,0.33,1.38,225,-0.43,-0.92,1
,12835333,5,0.274677,0.47,0.16,0.19,1.91,223,1.08,-0.12,1
,12836207,0,-9.9,0.69,0.2,0.18,3.028,108,-0.94,0.22,1
,12837651,1,0.470022,0.7,0.23,0.24,2.223,169,-0.56,0.58,1
,12841922,2,0.385219,0.43,0.19,0.18,1.149,181,2.01,6.5,2
,12844564,2,0.285058,0.41,0.14,0.19,1.785,214,0.02,-1.4,1
,12844761,1,0.624422,0.7,0.25,0.33,2.893,243,-0.29,-0.91,1
,12845434,1,0.441453,0.77,0.26,0.31,3.07,206,-0.74,-0.75,1
,12851488,5,0.328646,0.34,0.12,0.16,2.115,219,0.16,-1.28,1
,12852289,1,0.77105,0.48,0.16,0.2,1.315,245,-0.09,-1.04,1
,12854699,4,1.06133,0.42,0.13,0.08,1.278,240,2.65,7.04,1
,12856149,1,0.622866,0.48,0.2,0.19,1.358,231,2.65,14.59,1
,12857706,5,0.242885,0.52,0.17,0.22,0.987,214,0.6,-0.89,1
,12858030,7,121.856102,0.76,0.25,0.31,2.086,150,-0.28,-0.93,1
,12858280,1,0.540515,0.53,0.16,0.18,2.413,207,-0.99,0.09,1
,12864651,5,0.300827,0.52,0.19,0.26,2.279,256,0.5,-1.28,1
,12873666,2,0.283528,0.48,0.16,0.18,0.503,225,0.47,-0.12,2
,12876197,1,0.696965,0.53,0.17,0.21,0.939,216,-0.01,-0.54,1
,12877772,1,0.61955,0.65,0.2,0.2,0.607,232,0.02,0.45,1
,12878768,1,0.626807,0.35,0.12,0.16,0.994,200,0.56,0.09,2
,12882652,5,0.222131,0.59,0.19,0.23,0.497,209,0.82,0.43,1
,12886960,5,0.269488,0.35,0.12,0.14,1.726,192,0.82,0.13,1
,12887415,2,0.290394,0.35,0.12,0.14,0.853,221,0.22,-0.4,1
,12887864,2,0.288859,0.37,0.13,0.17,1.238,198,0.08,-1.23,1
,12888938,1,0.547971,0.71,0.2,0.17,1.319,187,-0.55,0.4,1
,12891928,5,0.276491,0.41,0.14,0.19,2.011,168,0.5,-1.12,1
,12892308,5,0.283585,0.44,0.16,0.18,1.164,200,1.18,1.63,1
,12893339,1,0.608755,0.94,0.3,0.35,0.953,119,0.03,-0.84,2
,12895722,1,0.667301,0.63,0.22,0.28,0.992,233,-0.27,-0.83,1
,12896156,2,0.324989,0.42,0.14,0.19,0.611,201,0.13,-0.92,1
,12896695,2,0.354983,0.55,0.16,0.19,1.237,222,0.08,-0.39,1
,12901802,1,0.583372,0.66,0.21,0.22,0.672,204,-0.11,-0.07,1
,12905848,1,0.484904,1.06,0.33,0.35,1.998,178,-0.87,-0.4,1
,12921912,1,0.656307,0.37,0.13,0.17,2.018,258,0.16,-1.38,1
,12928222,5,0.364139,0.49,0.16,0.2,2.498,215,0.3,-0.79,1
,12928446,6,0.050831,-9.9,0.14,0.15,0.654,241,0.08,0.21,3
,12930481,4,1.329759,0.51,0.16,0.25,1.855,226,1.75,1.58,1
,12936747,1,0.463969,0.92,0.29,0.3,1.714,229,-0.66,-0.28,1
,12938570,5,0.269365,0.69,0.23,0.28,0.756,233,0.78,-0.24,1
,12943921,1,0.611462,0.43,0.14,0.17,1.607,203,-0.11,-1.06,1
,12946318,2,0.343391,0.4,0.14,0.2,1.387,246,0.13,-1.39,1
,12947453,1,0.650164,0.8,0.27,0.33,2.171,238,-0.74,-0.84,1
,12949815,2,0.287322,0.38,0.13,0.19,1.352,240,-0.22,-1.35,1
,12950701,1,0.471925,0.9,0.3,0.4,3.135,169,-0.58,-1.02,1
,12957445,5,0.28546,0.54,0.17,0.18,0.729,238,0.77,-0.02,1
,12960704,5,0.308103,0.52,0.26,0.16,0.718,207,3.99,23.68,2
,12963023,5,0.251263,0.33,0.11,0.14,1.278,250,0.73,-0.68,1
,12968612,2,0.331995,0.47,0.16,0.2,0.967,176,0.08,-0.97,2
,12970590,1,0.48787,0.92,0.29,0.31,1.397,188,-0.83,0.16,1
,12976843,5,0.33645,0.48,0.16,0.2,1.613,150,0.55,-0.92,1
,12978739,1,0.62517,0.89,0.28,0.31,1.829,149,-0.09,-1.04,1
,12985545,1,0.54648,0.63,0.22,0.23,1.879,185,-1.15,0.25,1
,12987306,2,0.326176,0.5,0.18,0.25,1.096,268,0.12,-1.39,1
,12991087,5,0.404712,0.5,0.16,0.16,0.811,233,1.24,0.95,2
,12994117,1,0.579049,0.76,0.25,0.31,1.524,215,-0.52,-0.98,1
,12996535,5,0.408175,0.44,0.15,0.19,0.815,274,0.13,-1.27,2
,13004238,5,0.284331,0.53,0.18,0.23,1.313,214,0.69,-0.77,1
,13005046,1,0.676525,0.54,0.18,0.24,1.409,260,-0.32,-1.24,1
,13009686,0,-9.9,0.71,0.22,0.15,1.501,36,-1.09,0.43,1
,13009885,2,0.307012,0.41,0.15,0.2,1.178,195,-0.06,-1.37,1
,13011302,5,0.279538,0.4,0.14,0.17,0.593,243,0.76,1.03,1
,13011972,1,0.532966,0.83,0.26,0.28,2.366,221,-0.97,-0.26,1
,13012463,1,0.543634,0.79,0.26,0.3,1.717,259,-0.17,-0.59,1
,13015485,1,0.550942,0.71,0.22,0.25,1.966,170,-0.69,-0.4,2
,13016479,4,0.542948,0.8,0.29,0.16,1.339,146,2.22,4.48,1
,13021022,1,0.756759,0.31,0.1,0.13,1.185,172,-0.25,-1.15,2
,13021365,1,0.603421,0.78,0.25,0.31,2.16,214,-0.59,-0.6,1
,13023160,7,117.365799,0.71,0.22,0.26,1.699,228,0.25,-0.7,1
,13026468,1,1.723772,1.05,0.5,0.16,1.92,165,4.43,21.44,3
,13033282,5,0.291932,0.61,0.21,0.3,1.918,248,0.65,-0.95,1
,13033809,1,0.55389,0.69,0.22,0.28,2.07,238,-0.51,-0.9,1
,13035082,1,0.61309,0.41,0.14,0.21,2.0,202,-0.36,-1.35,1
,13036304,1,0.542377,0.52,0.19,0.17,0.635,49,-0.51,-0.01,1
,13043556,6,0.059424,0.5,0.17,0.22,1.747,188,-0.49,-1.08,1
,13049022,1,0.768384,0.55,0.18,0.21,1.282,149,-0.2,-1.06,1
,13052359,1,0.547865,0.91,0.28,0.28,1.613,159,-0.98,0.04,1
,13053482,5,0.260312,0.58,0.2,0.26,2.028,163,0.69,-0.74,1
,13053898,1,0.43487,1.01,0.31,0.31,2.953,177,-1.16,0.18,1
,13055164,2,0.298895,0.47,0.16,0.2,0.503,154,0.17,-0.93,1
,13056608,2,0.386583,0.48,0.16,0.2,1.096,182,0.47,-0.98,1
,13059982,4,2.010446,0.34,0.1,0.1,0.834,182,1.77,2.16,1
,13061514,1,0.587184,0.49,0.17,0.21,1.019,106,-0.81,0.46,2
,13062458,1,0.618573,0.77,0.25,0.25,3.167,188,-0.76,-0.2,1
,13063224,5,0.22754,0.49,0.16,0.19,1.042,141,0.78,-0.47,2
,13066028,1,0.592922,0.68,0.23,0.28,1.224,190,-0.42,-0.89,1
,13077277,5,0.350883,0.53,0.17,0.2,1.921,256,0.93,-0.31,1
,13080231,2,0.335122,0.39,0.13,0.17,2.265,250,0.12,-1.29,1
,13087122,1,0.61365,0.52,0.16,0.18,0.878,245,-0.55,0.28,2
,13089931,2,0.307486,0.53,0.17,0.21,1.008,259,-0.32,-0.74,1
,13095415,5,0.335415,0.37,0.13,0.17,2.126,254,-0.02,-1.36,1
,13097949,1,0.593661,0.61,0.21,0.25,2.6,225,0.39,0.01,1
,13102760,1,0.695418,0.61,0.2,0.25,1.162,299,-0.36,-0.93,1
,13103579,1,0.577563,0.72,0.24,0.29,1.261,233,-0.53,-0.49,1
,13104605,1,0.608467,0.63,0.21,0.26,1.114,275,-0.31,-1.08,1
,13109299,2,0.314073,0.57,0.19,0.23,0.882,265,0.33,-0.95,1
,13112616,1,0.652661,0.39,0.12,0.13,1.425,387,-0.16,-0.66,1
,13112627,4,0.794993,0.35,0.1,0.09,1.852,239,1.68,2.12,2
,13114934,1,0.529281,0.83,0.26,0.31,2.988,206,-1.0,-0.26,1
,13116521,1,0.62627,0.82,0.26,0.28,1.718,204,-0.75,-0.32,1
,13119720,1,0.573422,0.77,0.23,0.27,2.2,256,-0.78,-0.47,1
,13127606,1,0.577497,0.62,0.22,0.3,3.011,205,-0.47,-0.99,1
,13134888,5,0.340238,0.62,0.22,0.28,1.144,110,0.63,-0.4,2
,13135923,4,1.603184,0.86,0.27,0.12,1.753,190,2.71,6.77,2
,13139150,5,0.338144,0.68,0.23,0.21,0.569,127,0.93,-0.03,3
,13141670,5,0.487033,0.32,0.17,0.1,0.746,190,6.26,59.2,1
,13142102,5,0.247458,0.63,0.22,0.24,0.673,178,1.28,2.27,1
,13149431,5,0.40766,0.37,0.11,0.12,0.685,287,1.26,0.91,1
,13150279,4,0.49374,0.35,0.11,0.15,0.794,219,1.19,0.18,1
,13152119,4,0.580289,0.59,0.2,0.24,2.039,204,1.03,-0.33,2
,13155170,1,0.720754,0.62,0.2,0.25,1.345,183,-0.3,-1.14,1
,13157383,4,0.753231,0.46,0.14,0.1,1.856,206,2.75,6.57,2
,13161210,0,-9.9,0.69,0.21,0.2,1.46,131,-1.06,1.45,1
,13163604,5,0.380738,0.43,0.14,0.17,2.074,202,0.52,-0.84,1
,13170768,1,0.481366,0.78,0.25,0.3,3.214,172,-0.82,-0.38,1
,13172492,1,0.614296,0.56,0.18,0.22,2.073,214,-0.51,-0.74,1
,13173417,2,0.282707,0.39,0.14,0.2,2.428,212,-0.31,-1.35,1
,13174732,1,0.580912,0.74,0.25,0.31,1.097,171,-0.17,-0.97,1
,13175638,6,0.062173,0.45,0.14,0.15,0.477,243,-0.48,-0.23,1
,13176106,1,0.599355,0.58,0.19,0.22,0.812,201,-0.37,-0.36,1
,13179418,6,0.051791,0.61,0.2,0.26,1.141,213,-0.55,-0.88,1
,13182467,2,0.33586,0.4,0.13,0.19,1.755,228,-0.08,-1.31,1
,13184920,5,0.434784,0.3,0.11,0.12,1.933,218,1.23,2.67,1
,13186691,5,0.255985,0.55,0.19,0.27,1.665,248,0.64,-1.07,1
,13191796,1,0.455559,0.93,0.31,0.36,3.326,250,-0.67,-0.78,1
,13198074,1,0.630119,0.41,0.14,0.17,2.156,246,-0.33,-1.04,1
,13200906,1,0.495333,0.62,0.2,0.19,2.415,223,-0.97,0.84,1
,13201180,5,0.328601,0.41,0.13,0.16,0.606,242,0.22,-0.64,1
,13201200,5,0.346161,0.4,0.15,0.18,1.441,247,0.36,-0.28,1
,13214916,1,0.464371,0.95,0.3,0.37,2.375,153,-0.26,-0.99,1
,13215994,1,0.55811,0.7,0.24,0.31,1.286,205,-0.28,-1.1,1
,13217155,4,1.011857,0.42,0.12,0.1,1.465,224,1.81,2.77,1
,13217513,2,0.348843,0.37,0.13,0.19,1.831,214,0.2,-1.39,1
,13222675,1,0.56407,0.63,0.21,0.26,1.672,194,-0.59,-0.83,1
,13227470,1,0.630183,0.52,0.16,0.18,2.07,177,0.1,-0.85,2
,13233004,1,0.673273,0.43,0.14,0.17,1.033,221,-0.52,-0.66,1
,13237486,1,0.625984,0.42,0.13,0.17,1.34,166,-0.2,-1.12,1
,13242539,1,0.537143,0.98,0.35,0.46,1.591,211,-0.18,-0.66,1
,13245042,5,0.211119,0.69,0.23,0.28,0.816,235,0.59,-0.69,1
,13245386,5,0.304746,0.73,0.24,0.24,0.671,231,1.24,1.05,1
,13247068,4,0.633299,0.52,0.16,0.1,1.241,224,2.06,3.5,2
,13256309,5,0.302567,0.46,0.15,0.18,0.652,217,0.82,0.2,1
,13266018,1,0.571745,0.71,0.23,0.3,2.227,74,-0.52,-0.96,1
,13269153,1,0.599469,0.73,0.22,0.24,0.917,216,-0.52,-0.29,1
,13271412,5,0.305908,0.35,0.11,0.14,2.088,222,0.43,-0.29,2
,13273848,1,0.587401,0.64,0.21,0.25,0.806,205,-0.11,-0.93,1
